Age_group,Attrition,BusinessTravel,DailyRate,Department,Distance_group,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31-45,1,Travel_Rarely,807,Human Resources,Near-by,Masters degree,Human Resources,Satisfied,Male,63,Satisfied,Entry level,Human Resources,Very dissatisfied,Divorced,2073,23648,4,Y,Yes,22,High,Very satisfied,80,Level 1,1-10,3,Good,1-10,2,0,2
31-45,0,Travel_Rarely,827,Research & Development,Near-by,Technical Training,Life Sciences,Very satisfied,Male,71,Satisfied,Entry level,Research Scientist,Very dissatisfied,Single,2956,15178,1,Y,No,13,Low,Very satisfied,80,Level 1,1-10,2,Good,1-10,0,0,0
18-30,1,Travel_Frequently,871,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Female,66,Dissatisfied,Entry level,Laboratory Technician,Very satisfied,Single,2926,19783,1,Y,Yes,18,Low,Dissatisfied,80,Level 1,1-10,5,Good,1-10,0,1,0
31-45,0,Travel_Rarely,665,Research & Development,Near-by,Masters degree,Other,Very dissatisfied,Female,41,Satisfied,Junior or Associate,Research Scientist,Satisfied,Single,4809,12482,1,Y,No,14,Low,Satisfied,80,Level 1,11-20,3,Good,11-20,13,2,10
31-45,0,Non-Travel,1040,Research & Development,Near-by,College,Life Sciences,Satisfied,Male,100,Dissatisfied,Junior or Associate,Healthcare Representative,Very satisfied,Divorced,5163,15850,5,Y,No,14,Low,Very satisfied,80,Level 2,11-20,2,Excellent,1-10,0,0,0
46-60,0,Non-Travel,1420,Human Resources,Near-by,Masters degree,Human Resources,Satisfied,Female,32,Dissatisfied,Executive,Manager,Very satisfied,Married,18844,21922,9,Y,No,21,High,Very satisfied,80,Level 2,31-40,3,Good,1-10,2,2,2
46-60,0,Travel_Frequently,1115,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Female,73,Satisfied,Executive,Research Director,Dissatisfied,Married,18172,9755,3,Y,Yes,19,Low,Very dissatisfied,80,Level 1,21-30,1,Average,1-10,3,0,7
18-30,1,Travel_Rarely,240,Sales,Near-by,Bachelors degree,Marketing,Satisfied,Male,46,Dissatisfied,Junior or Associate,Sales Executive,Satisfied,Single,5744,26959,1,Y,Yes,11,Low,Very satisfied,80,Level 1,1-10,1,Good,1-10,4,0,3
18-30,0,Travel_Rarely,1280,Research & Development,Near-by,Technical Training,Medical,Very satisfied,Male,64,Dissatisfied,Entry level,Research Scientist,Very satisfied,Married,2889,26897,1,Y,No,11,Low,Satisfied,80,Level 3,1-10,2,Good,1-10,2,2,1
18-30,0,Travel_Rarely,534,Research & Development,Far,Bachelors degree,Medical,Dissatisfied,Female,59,Satisfied,Entry level,Laboratory Technician,Very satisfied,Single,2871,23785,1,Y,No,15,Low,Satisfied,80,Level 1,1-10,5,Good,1-10,0,0,0
46-60,0,Travel_Frequently,1456,Research & Development,Near-by,Masters degree,Medical,Very dissatisfied,Female,30,Dissatisfied,Mid level Specialist,Healthcare Representative,Very dissatisfied,Single,7484,25796,3,Y,No,20,High,Satisfied,80,Level 1,21-30,1,Average,11-20,12,12,8
31-45,1,Travel_Frequently,658,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Male,66,Very dissatisfied,Junior or Associate,Laboratory Technician,Satisfied,Single,6074,22887,1,Y,Yes,24,High,Very satisfied,80,Level 1,1-10,3,Good,1-10,7,0,6
46-60,0,Non-Travel,142,Human Resources,Very far,Bachelors degree,Human Resources,Very satisfied,Female,30,Very satisfied,Senior,Manager,Very satisfied,Single,17328,13871,2,Y,Yes,12,Low,Satisfied,80,Level 1,21-30,3,Good,1-10,3,4,4
18-30,0,Travel_Rarely,1127,Research & Development,Far,Technical Training,Life Sciences,Dissatisfied,Male,52,Satisfied,Entry level,Laboratory Technician,Satisfied,Married,2774,13257,0,Y,No,12,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,3,1,2
31-45,0,Travel_Rarely,1031,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Female,45,Dissatisfied,Junior or Associate,Research Scientist,Dissatisfied,Divorced,4505,15000,6,Y,No,15,Low,Satisfied,80,Level 2,11-20,3,Good,1-10,0,0,0
31-45,0,Travel_Rarely,1189,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,87,Satisfied,Mid level Specialist,Sales Executive,Very satisfied,Single,7428,14506,2,Y,No,12,Low,Very dissatisfied,80,Level 1,11-20,3,Good,1-10,3,1,3
31-45,0,Travel_Rarely,1354,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Female,45,Dissatisfied,Mid level Specialist,Manager,Very dissatisfied,Single,11631,5615,2,Y,No,12,Low,Very satisfied,80,Level 1,11-20,6,Good,11-20,10,5,8
31-45,0,Travel_Frequently,1467,Sales,Far,College,Technical Degree,Dissatisfied,Female,92,Satisfied,Mid level Specialist,Sales Executive,Very satisfied,Married,9738,22952,0,Y,No,14,Low,Satisfied,80,Level 2,11-20,6,Good,1-10,7,2,8
31-45,0,Travel_Rarely,922,Research & Development,Near-by,College,Life Sciences,Very dissatisfied,Female,39,Satisfied,Entry level,Laboratory Technician,Very satisfied,Divorced,2835,2561,5,Y,No,22,High,Very dissatisfied,80,Level 2,1-10,2,Good,1-10,0,0,0
31-45,0,Travel_Frequently,394,Sales,Very far,College,Life Sciences,Satisfied,Male,92,Satisfied,Senior,Manager,Very satisfied,Married,16959,19494,1,Y,Yes,12,Low,Very satisfied,80,Level 3,21-30,3,Excellent,21-30,12,4,12
18-30,0,Travel_Frequently,1312,Research & Development,Very far,Bachelors degree,Life Sciences,Very dissatisfied,Male,96,Very dissatisfied,Entry level,Research Scientist,Satisfied,Divorced,2613,22310,1,Y,No,25,High,Satisfied,80,Level 4,11-20,2,Average,11-20,7,0,9
31-45,0,Non-Travel,750,Sales,Very far,College,Marketing,Satisfied,Male,95,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,6146,15480,0,Y,No,13,Low,Very dissatisfied,80,Level 2,1-10,2,Excellent,1-10,7,0,7
46-60,1,Travel_Rarely,441,Research & Development,Far,Masters degree,Life Sciences,Dissatisfied,Female,72,Satisfied,Entry level,Research Scientist,Dissatisfied,Married,4963,4510,9,Y,Yes,18,Low,Very dissatisfied,80,Level 4,1-10,2,Good,1-10,4,4,3
46-60,0,Travel_Rarely,684,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Male,51,Satisfied,Executive,Research Director,Satisfied,Single,19537,6462,7,Y,No,13,Low,Satisfied,80,Level 1,21-30,5,Good,21-30,18,15,15
31-45,1,Travel_Rarely,249,Sales,Near-by,Masters degree,Life Sciences,Dissatisfied,Male,76,Very dissatisfied,Junior or Associate,Sales Executive,Satisfied,Married,6172,20739,4,Y,Yes,18,Low,Dissatisfied,80,Level 1,11-20,3,Average,1-10,7,7,7
18-30,0,Travel_Rarely,841,Research & Development,Near-by,Bachelors degree,Other,Satisfied,Female,46,Dissatisfied,Entry level,Research Scientist,Dissatisfied,Married,2368,23300,1,Y,No,19,Low,Satisfied,80,Level 1,1-10,3,Average,1-10,4,4,3
46-60,1,Travel_Rarely,147,Research & Development,Very far,Masters degree,Medical,Very satisfied,Female,94,Satisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Married,10312,3465,1,Y,No,12,Low,Very satisfied,80,Level 2,31-40,3,Average,31-40,10,15,6
18-30,1,Travel_Rarely,528,Sales,Very far,Technical Training,Marketing,Very satisfied,Male,50,Satisfied,Entry level,Sales Representative,Satisfied,Single,1675,26820,1,Y,Yes,19,Low,Very satisfied,80,Level 1,1-10,2,Average,1-10,0,0,0
18-30,0,Travel_Rarely,594,Research & Development,Near-by,Technical Training,Technical Degree,Satisfied,Male,100,Satisfied,Entry level,Laboratory Technician,Very satisfied,Married,2523,19299,0,Y,No,14,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,1,2,1
46-60,0,Travel_Rarely,470,Research & Development,Very far,Masters degree,Medical,Satisfied,Female,96,Satisfied,Junior or Associate,Manufacturing Director,Very dissatisfied,Married,6567,5549,1,Y,No,14,Low,Satisfied,80,Level 1,11-20,2,Average,11-20,11,5,11
31-45,0,Travel_Frequently,957,Research & Development,Very far,Bachelors degree,Medical,Dissatisfied,Female,72,Very satisfied,Entry level,Research Scientist,Satisfied,Single,4739,16090,4,Y,No,12,Low,Very satisfied,80,Level 1,11-20,2,Good,1-10,2,1,2
46-60,0,Travel_Frequently,809,Sales,Far,Bachelors degree,Marketing,Satisfied,Female,77,Satisfied,Mid level Specialist,Sales Executive,Very satisfied,Single,9208,6645,4,Y,No,11,Low,Very satisfied,80,Level 1,11-20,3,Good,1-10,2,2,1
31-45,1,Travel_Rarely,542,Sales,Very far,Bachelors degree,Life Sciences,Dissatisfied,Female,71,Very dissatisfied,Junior or Associate,Sales Executive,Satisfied,Married,4559,24788,3,Y,Yes,11,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,2,2,2
31-45,0,Travel_Rarely,802,Sales,Near-by,Technical Training,Life Sciences,Satisfied,Male,96,Satisfied,Mid level Specialist,Sales Executive,Satisfied,Divorced,8189,21196,3,Y,Yes,13,Low,Satisfied,80,Level 2,11-20,2,Good,1-10,7,0,7
18-30,0,Travel_Rarely,1355,Human Resources,Very far,Technical Training,Life Sciences,Satisfied,Female,61,Satisfied,Entry level,Human Resources,Satisfied,Married,2942,8916,1,Y,No,23,High,Very satisfied,80,Level 2,1-10,3,Good,1-10,7,5,7
31-45,0,Travel_Rarely,216,Research & Development,Near-by,College,Medical,Dissatisfied,Male,84,Satisfied,Junior or Associate,Manufacturing Director,Dissatisfied,Divorced,4941,2819,6,Y,No,20,High,Very satisfied,80,Level 3,1-10,0,Good,1-10,2,0,1
46-60,1,Travel_Frequently,1150,Research & Development,Near-by,Masters degree,Life Sciences,Very dissatisfied,Male,53,Very dissatisfied,Mid level Specialist,Manufacturing Director,Very satisfied,Single,10650,25150,2,Y,No,15,Low,Very satisfied,80,Level 1,11-20,2,Good,1-10,2,0,3
31-45,0,Travel_Rarely,1329,Sales,Near-by,Masters degree,Life Sciences,Very satisfied,Female,47,Dissatisfied,Junior or Associate,Sales Executive,Satisfied,Married,5902,14590,4,Y,No,14,Low,Satisfied,80,Level 2,11-20,1,Excellent,11-20,11,5,9
18-30,0,Travel_Rarely,959,Sales,Very far,Bachelors degree,Life Sciences,Very dissatisfied,Male,41,Dissatisfied,Junior or Associate,Sales Executive,Satisfied,Married,8639,24835,2,Y,No,18,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,2,2,2
18-30,0,Travel_Rarely,1240,Human Resources,Near-by,Bachelors degree,Human Resources,Satisfied,Male,48,Satisfied,Junior or Associate,Human Resources,Very satisfied,Married,6347,13982,0,Y,Yes,19,Low,Very satisfied,80,Level 1,11-20,2,Bad,11-20,9,4,7
31-45,1,Travel_Rarely,1033,Research & Development,Near-by,Bachelors degree,Medical,Very dissatisfied,Female,41,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Single,4200,10224,7,Y,No,22,High,Very dissatisfied,80,Level 1,11-20,2,Excellent,1-10,4,0,4
31-45,0,Travel_Rarely,1316,Research & Development,Very far,Bachelors degree,Medical,Satisfied,Male,83,Satisfied,Entry level,Research Scientist,Very satisfied,Single,3452,9752,5,Y,No,13,Low,Dissatisfied,80,Level 1,1-10,2,Average,1-10,5,0,3
31-45,0,Travel_Rarely,364,Research & Development,Near-by,Doctorate degree,Technical Degree,Very satisfied,Female,32,Satisfied,Junior or Associate,Research Scientist,Satisfied,Single,4317,2302,3,Y,Yes,20,High,Dissatisfied,80,Level 1,11-20,2,Good,1-10,2,2,2
18-30,0,Travel_Rarely,438,Research & Development,Far,Bachelors degree,Life Sciences,Very dissatisfied,Female,75,Satisfied,Entry level,Research Scientist,Satisfied,Single,2632,23910,1,Y,No,14,Low,Satisfied,80,Level 1,1-10,4,Average,1-10,4,0,4
31-45,0,Travel_Frequently,689,Sales,Near-by,College,Medical,Very satisfied,Male,35,Very dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Divorced,4668,22812,0,Y,No,17,Low,Very satisfied,80,Level 4,1-10,2,Excellent,1-10,7,0,7
18-30,0,Travel_Rarely,201,Research & Development,Near-by,Bachelors degree,Technical Degree,Very satisfied,Female,84,Satisfied,Entry level,Research Scientist,Very dissatisfied,Divorced,3204,10415,5,Y,No,14,Low,Very satisfied,80,Level 2,1-10,3,Good,1-10,2,2,2
18-30,0,Travel_Rarely,1427,Research & Development,Near-by,Technical Training,Medical,Dissatisfied,Male,35,Dissatisfied,Entry level,Laboratory Technician,Very satisfied,Single,2720,11162,0,Y,No,13,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,3,1,2
31-45,0,Travel_Frequently,857,Research & Development,Far,Bachelors degree,Life Sciences,Very satisfied,Male,91,Dissatisfied,Senior,Manager,Very dissatisfied,Divorced,17181,12888,4,Y,No,13,Low,Dissatisfied,80,Level 2,21-30,2,Average,1-10,6,7,7
31-45,0,Travel_Rarely,933,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Male,94,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,2238,6961,2,Y,No,21,High,Very satisfied,80,Level 2,1-10,2,Good,1-10,0,1,4
18-30,0,Travel_Rarely,1181,Research & Development,Near-by,Technical Training,Medical,Dissatisfied,Female,79,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Single,1483,16102,1,Y,No,14,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,0,0,0
31-45,0,Travel_Frequently,1395,Research & Development,Very far,Bachelors degree,Medical,Dissatisfied,Female,54,Satisfied,Junior or Associate,Research Scientist,Dissatisfied,Divorced,5605,8504,1,Y,No,11,Low,Very dissatisfied,80,Level 2,21-30,2,Good,21-30,7,2,13
31-45,0,Travel_Rarely,662,Sales,Near-by,Doctorate degree,Marketing,Satisfied,Male,94,Satisfied,Mid level Specialist,Sales Executive,Dissatisfied,Married,7295,11439,1,Y,No,13,Low,Very dissatisfied,80,Level 3,11-20,3,Good,11-20,8,0,6
46-60,0,Travel_Rarely,1436,Sales,Near-by,College,Marketing,Dissatisfied,Male,34,Satisfied,Junior or Associate,Sales Representative,Satisfied,Married,2306,16047,2,Y,Yes,20,High,Very satisfied,80,Level 2,11-20,3,Bad,1-10,7,4,5
31-45,0,Travel_Rarely,194,Research & Development,Near-by,Bachelors degree,Life Sciences,Dissatisfied,Male,60,Satisfied,Junior or Associate,Laboratory Technician,Dissatisfied,Divorced,2348,10901,8,Y,No,18,Low,Satisfied,80,Level 2,21-30,2,Bad,11-20,9,0,15
31-45,0,Travel_Frequently,967,Sales,Near-by,Bachelors degree,Marketing,Dissatisfied,Female,43,Satisfied,Mid level Specialist,Sales Executive,Very satisfied,Single,8998,15589,1,Y,No,14,Low,Very satisfied,80,Level 1,1-10,2,Good,1-10,8,3,7
18-30,0,Non-Travel,1496,Research & Development,Near-by,Technical Training,Technical Degree,Very satisfied,Male,41,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,4319,26283,1,Y,No,13,Low,Very dissatisfied,80,Level 2,11-20,1,Good,11-20,7,0,9
46-60,0,Travel_Rarely,1169,Research & Development,Near-by,Masters degree,Medical,Dissatisfied,Male,34,Dissatisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,6132,13983,2,Y,No,17,Low,Satisfied,80,Level 1,11-20,2,Good,1-10,0,0,0
46-60,0,Travel_Rarely,1145,Research & Development,Near-by,Bachelors degree,Medical,Dissatisfied,Female,75,Dissatisfied,Entry level,Research Scientist,Dissatisfied,Married,3346,11873,4,Y,Yes,20,High,Dissatisfied,80,Level 2,1-10,3,Average,1-10,0,0,0
31-45,0,Travel_Rarely,630,Sales,Near-by,Masters degree,Marketing,Satisfied,Male,67,Dissatisfied,Mid level Specialist,Sales Executive,Very satisfied,Married,10855,8552,7,Y,No,11,Low,Very dissatisfied,80,Level 2,11-20,2,Average,11-20,11,2,11
31-45,0,Travel_Frequently,303,Sales,Near-by,Masters degree,Marketing,Satisfied,Female,75,Satisfied,Entry level,Sales Representative,Satisfied,Married,2231,11314,6,Y,No,18,Low,Very satisfied,80,Level 2,1-10,3,Good,1-10,3,1,2
18-30,0,Travel_Rarely,1256,Research & Development,Far,Technical Training,Medical,Satisfied,Male,80,Satisfied,Entry level,Research Scientist,Very satisfied,Married,2323,11992,1,Y,No,24,High,Very dissatisfied,80,Level 3,1-10,6,Good,1-10,2,2,2
18-30,0,Non-Travel,691,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Male,57,Satisfied,Entry level,Research Scientist,Dissatisfied,Divorced,2024,5970,6,Y,No,18,Low,Very satisfied,80,Level 2,1-10,1,Bad,1-10,2,2,2
18-30,0,Travel_Rarely,440,Research & Development,Very far,Bachelors degree,Medical,Satisfied,Male,42,Satisfied,Entry level,Research Scientist,Very satisfied,Married,2713,6672,1,Y,No,11,Low,Satisfied,80,Level 2,1-10,2,Bad,1-10,2,0,2
46-60,0,Travel_Rarely,334,Research & Development,Very far,College,Life Sciences,Satisfied,Male,83,Very satisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Divorced,9439,23402,3,Y,Yes,16,Low,Dissatisfied,80,Level 2,11-20,2,Bad,1-10,3,1,4
18-30,0,Non-Travel,1450,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Male,79,Dissatisfied,Entry level,Research Scientist,Satisfied,Divorced,2566,25326,1,Y,Yes,15,Low,Very satisfied,80,Level 2,1-10,2,Average,1-10,1,0,1
46-60,0,Travel_Rarely,1452,Research & Development,Far,Bachelors degree,Life Sciences,Satisfied,Female,53,Satisfied,Executive,Manager,Dissatisfied,Single,19926,17053,3,Y,No,15,Low,Dissatisfied,80,Level 1,21-30,5,Good,1-10,4,4,4
31-45,0,Travel_Rarely,465,Research & Development,Far,Bachelors degree,Life Sciences,Very dissatisfied,Male,56,Satisfied,Entry level,Research Scientist,Satisfied,Divorced,2451,4609,4,Y,No,12,Low,Very dissatisfied,80,Level 2,11-20,2,Good,1-10,8,1,8
18-30,0,Travel_Rarely,1339,Sales,Near-by,Bachelors degree,Life Sciences,Dissatisfied,Female,41,Satisfied,Mid level Specialist,Sales Executive,Very satisfied,Married,9419,8053,2,Y,No,12,Low,Satisfied,80,Level 2,11-20,2,Good,11-20,9,7,4
31-45,0,Travel_Rarely,702,Sales,Near-by,Masters degree,Life Sciences,Very dissatisfied,Female,59,Dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Single,8686,12930,4,Y,No,22,High,Satisfied,80,Level 1,11-20,2,Excellent,1-10,3,0,7
31-45,0,Travel_Rarely,120,Research & Development,Near-by,Doctorate degree,Life Sciences,Satisfied,Male,43,Satisfied,Entry level,Research Scientist,Satisfied,Single,3038,12430,3,Y,No,20,High,Very dissatisfied,80,Level 1,1-10,2,Good,1-10,4,1,4
18-30,0,Travel_Rarely,1157,Research & Development,Far,Bachelors degree,Technical Degree,Satisfied,Male,51,Satisfied,Entry level,Research Scientist,Dissatisfied,Married,3058,13364,0,Y,Yes,16,Low,Very satisfied,80,Level 2,1-10,3,Average,1-10,2,1,1
18-30,1,Travel_Frequently,602,Sales,Near-by,Technical Training,Technical Degree,Satisfied,Female,100,Very dissatisfied,Entry level,Sales Representative,Very dissatisfied,Single,2325,20989,0,Y,No,21,High,Very dissatisfied,80,Level 1,1-10,5,Excellent,1-10,0,0,0
31-45,0,Travel_Frequently,1480,Research & Development,Near-by,College,Medical,Very satisfied,Male,30,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Single,2088,15062,4,Y,No,12,Low,Satisfied,80,Level 1,11-20,3,Average,1-10,7,7,2
18-30,0,Non-Travel,111,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Male,66,Satisfied,Junior or Associate,Laboratory Technician,Very dissatisfied,Divorced,3072,11012,1,Y,No,11,Low,Satisfied,80,Level 3,11-20,4,Good,11-20,9,6,10
31-45,0,Travel_Rarely,1268,Sales,Near-by,College,Life Sciences,Satisfied,Female,30,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Divorced,5006,6319,4,Y,Yes,11,Low,Very dissatisfied,80,Level 2,1-10,3,Excellent,1-10,4,0,3
46-60,0,Travel_Rarely,713,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,67,Satisfied,Entry level,Research Scientist,Very dissatisfied,Divorced,4257,13939,4,Y,Yes,18,Low,Satisfied,80,Level 2,11-20,3,Good,1-10,2,2,2
31-45,0,Travel_Rarely,134,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,90,Satisfied,Entry level,Research Scientist,Very satisfied,Single,2500,10515,0,Y,No,14,Low,Very dissatisfied,80,Level 1,1-10,2,Excellent,1-10,1,0,2
18-30,1,Travel_Rarely,303,Research & Development,Near-by,Bachelors degree,Life Sciences,Dissatisfied,Male,47,Dissatisfied,Entry level,Laboratory Technician,Very satisfied,Single,1102,9241,1,Y,No,22,High,Satisfied,80,Level 1,1-10,3,Average,1-10,0,1,0
46-60,0,Travel_Rarely,526,Sales,Near-by,College,Marketing,Dissatisfied,Female,92,Satisfied,Mid level Specialist,Sales Executive,Very dissatisfied,Divorced,10453,2137,1,Y,No,25,High,Satisfied,80,Level 4,21-30,2,Good,21-30,13,15,7
31-45,0,Travel_Rarely,1380,Research & Development,Near-by,College,Life Sciences,Satisfied,Female,75,Satisfied,Entry level,Laboratory Technician,Very satisfied,Single,2288,6319,1,Y,No,12,Low,Satisfied,80,Level 1,1-10,3,Good,1-10,2,2,1
31-45,0,Travel_Rarely,140,Research & Development,Far,Technical Training,Medical,Satisfied,Female,95,Satisfied,Entry level,Research Scientist,Very satisfied,Married,3929,6984,8,Y,Yes,23,High,Satisfied,80,Level 2,1-10,0,Good,1-10,2,0,2
31-45,0,Travel_Rarely,629,Research & Development,Very far,College,Medical,Very satisfied,Female,95,Satisfied,Entry level,Research Scientist,Dissatisfied,Single,2311,5711,2,Y,No,15,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,2,1,2
31-45,1,Travel_Rarely,1356,Sales,Very far,College,Marketing,Dissatisfied,Female,70,Satisfied,Entry level,Sales Representative,Dissatisfied,Single,3140,21728,1,Y,Yes,22,High,Very satisfied,80,Level 1,1-10,5,Average,1-10,3,0,2
